CHEM_ID	LIB_ID	COMP_ID	CHRO_LIB_ENTRY_ID	SUPER_PATHWAY	SUB_PATHWAY	PATHWAY_SORTORDER	TYPE	INCHIKEY	SMILES	CHEMICAL_NAME	PLOT_NAME	LIPID SPECIES LEVEL	LIPID MOLECULAR SPECIES LEVEL	LIPID SN POSITION LEVEL	CAS	CHEMSPIDER	HMDB	KEGG	PUBCHEM	PLATFORM
100002285	305	62951	220826	Lipid	"Fatty Acid, Dihydroxy"	2059	NAMED	UFYGCFHQAXXBCF-UHFFFAOYSA-N	OCCC(O)C(O)=O	"2,4-dihydroxybutyrate"	"2,4-dihydroxybutyrate"				1518-62-3	167259	HMDB0000360		192742	Polar
100002344	209	38293	141840	Lipid	"Fatty Acid, Branched"	1660	NAMED	ZOCYQVNGROEVLU-UHFFFAOYSA-N	CC(C)CCCCCCCCCCCC(O)=O	(12 or 13)-methylmyristate (a15:0 or i15:0)	(12 or 13)-methylmyristate (a15:0 or i15:0)				2485-71-4	133106	HMDB0061707		151014	Neg
100002367	305	63109	221751	Lipid	"Fatty Acid, Dihydroxy"	2057	NAMED	LOUGYXZSURQALL-PWNYCUMCSA-N	OC([C@H](O)[C@H](O)C)=O	"2R,3R-dihydroxybutyrate"	"2R,3R-dihydroxybutyrate"				759-06-8	17215960	HMDB0000498		13120901	Polar
100002376	400	38314	156499	Xenobiotics	Chemical	6194	NAMED	SNPLKNRPJHDVJA-UHFFFAOYSA-N	OCC(C)(C)C(O)C(NCCCO)=O	dexpanthenol	dexpanthenol				16485-10-2	4516	HMDB0004231	D03726	4678	Pos Early
100002397	305	62101	218946	Amino Acid	Glutamate Metabolism	48	NAMED	COJBGNAUUSNXHX-UHFFFAOYSA-N	NC(CCC(C(O)=O)=O)=O	alpha-ketoglutaramate*	alpha-ketoglutaramate*				18465-19-5		HMDB0001552	C00940	48	Polar
100002398	400	38183	156476	Xenobiotics	Food Component/Plant	4666	NAMED	NQRYJNQNLNOLGT-UHFFFAOYSA-N	C1CNCCC1	piperidine	piperidine				110-89-4	7791	HMDB0034301	C01746	8082	Pos Early
100002405	400	38306	156492	Xenobiotics	Drug - Metabolic	5797	NAMED	XZWYZXLIPXDOLR-UHFFFAOYSA-N	N=C(N(C)C)NC(N)=N	metformin	metformin				1115-70-4	3949	HMDB0001921	C07151	4091	Pos Early
100002417	305	38276	152194	Xenobiotics	Food Component/Plant	4807	NAMED	JTEYKUFKXGDTEU-UHFFFAOYSA-N	OC(C(O)C(C)(O)C)=O	"2,3-dihydroxyisovalerate"	"2,3-dihydroxyisovalerate"				1756-18-9	657	HMDB0012141	C04039	677	Polar
100002458	305	57747	213342	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	373	NAMED	WKRBKYFIJPGYQC-DUXPYHPUSA-N	OC(C/C(C)=C/C(O)=O)=O	3-methylglutaconate	3-methylglutaconate				5746-90-7	1267861	HMDB0000522		1551553	Polar
100002466	400	62103	218949	Amino Acid	Glutathione Metabolism	586	NAMED	ZHRLECIZINSPKL-AKGZTFGVSA-N	OC(CNC(C(N)CSSC[C@@H](C(O)=O)N)=O)=O	cysteinylglycine disulfide*	cysteinylglycine disulfide*				70555-24-7	17215992	HMDB0000709		22833544	Pos Early
100002528	209	46960	148213	Xenobiotics	Chemical	6130	NAMED	QAOWNCQODCNURD-UHFFFAOYSA-N	OS(O)(=O)=O	sulfate*	sulfate*				14808-79-8	1086	HMDB01448	C00059	5152822	Neg
100002544	400	40499	156749	Amino Acid	Glutamate Metabolism	53	NAMED	HBDWQSHEVMSFGY-SCQFTWEKSA-N	OC(C(O)=O)C[C@@H](C(O)=O)N	4-hydroxyglutamate	4-hydroxyglutamate				2485-33-8	388936	HMDB0001344	C03079	439902	Pos Early
100002619	305	53237	179411	Carbohydrate	Pentose Metabolism	1306	NAMED	HSNZZMHEPUFJNZ-SHUUEZRQSA-N	OCC([C@@H](O)[C@H](O)[C@H](O)[C@H](O)CO)=O	sedoheptulose	sedoheptulose				3019-74-7	4573620	HMDB0003219	C02076	5459879	Polar
100002717	400	38661	156555	Xenobiotics	Tobacco Metabolite	4646	NAMED	XOKCJXZZNAUIQN-IENPIDJESA-N	O=C1N(C)[C@H]([C@]2=CN=CC=C2)CC1O	hydroxycotinine	hydroxycotinine				34834-67-8	8395266	HMDB0001390		107963	Pos Early
100002745	400	52353	164913	Peptide	Dipeptide	767	NAMED	NAKUGCPAQTUSBE-IUCAKERBSA-N	O=C([C@H](CC1=CN=CN1)NC2=O)N3[C@@]2([H])CCC3	cyclo(his-pro)	cyclo(his-pro)				53109-32-3	395717	HMDB0002053		"449094,65137"	Pos Early
100002749	400	39592	156595	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	464	NAMED	IDIDJDIHTAOVLG-VKHMYHEASA-N	OC([C@H](CSC)N)=O	S-methylcysteine	S-methylcysteine				1187-84-4	22826	HMDB0002108		"24417,7058174,88180"	Pos Early
100002769	400	57461	211115	Amino Acid	Urea cycle; Arginine and Proline Metabolism	530	NAMED	BMFMQGXDDJALKQ-BYPYZUCNSA-N	N=C(N)NCCC[C@H](O)C(O)=O	argininate*	argininate*				157-07-3	140984	HMDB0003148		160437	Pos Early
100002796	209	62873	220667	Lipid	Medium Chain Fatty Acid	1518	NAMED	XKZKQTCECFWKBN-SREVYHEPSA-N	OC(CC\C=C/CCCCC)=O	cis-4-decenoate (10:1n6)*	cis-4-decenoate (10:1n6)*				505-90-8	4471776	HMDB0004980		5282726	Neg
100002910	400	62946	220814	Amino Acid	Histidine Metabolism	95	NAMED	UJCGYTCAMOHYCG-UHFFFAOYSA-N	O=C(O)CC1=CN=CN1C	1-methyl-5-imidazoleacetate	1-methyl-5-imidazoleacetate				4200-48-0	4954265	HMDB04988		6451814	Pos Early
100002927	400	43378	211502	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	465	NAMED	ZZLHPCSGGOGHFW-UHFFFAOYSA-N	NC(CS(C)=O)C(O)=O	S-methylcysteine sulfoxide	S-methylcysteine sulfoxide				6853-87-8	74136	HMDB0029432		82142	Pos Early
100002930	305	48146	152228	Carbohydrate	Disaccharides and Oligosaccharides	1337	NAMED	SNFSYLYCDAVZGP-UHFFFAOYSA-N	OC1C(O)C(OC2C(O)C(O)C(O)C(C)O2)C(OC3C(O)C(O)C(O)OC3CO)OC1CO	2'-fucosyllactose	2'-fucosyllactose				41263-94-9	2655498	HMDB0002098		170484	Polar
100002931	305	48147	152230	Carbohydrate	Disaccharides and Oligosaccharides	1338	NAMED	WJPIUUDKRHCAEL-UHFFFAOYSA-N	OCC1OC(OC2C(OC3C(O)C(O)C(O)C(C)O3)C(O)C(O)OC2CO)C(O)C(O)C1O	3-fucosyllactose	3-fucosyllactose				41312-47-4	3400414	HMDB0002094	G00313	161460	Polar
100002933	305	39368	212197	Carbohydrate	Disaccharides and Oligosaccharides	1341	NAMED	HBBOZFUQJDYASD-UHFFFAOYSA-N	OC1C(O)C(O)C(OC2C(OC3C(O)C(O)C(O)C(C)O3)C(NC(C)=O)C(O)OC2CO)OC1CO	Lewis X trisaccharide	Lewis X trisaccharide				71208-06-5	3764047	HMDB0006568	G00243	11813424	Polar
100002935	305	53253	179429	Carbohydrate	Disaccharides and Oligosaccharides	1326	NAMED	WMYQZGAEYLPOSX-UHFFFAOYSA-N	OCC1OC(OC2C(O)C(CO)OC(OC(C(O)CO)C(C(C=O)O)O)C2O)C(NC(C)=O)C(OC3C(O)C(O)C(O)C(C)O3)C1OC4C(O)C(O)C(O)C(CO)O4	lacto-N-fucopentaose III	lacto-N-fucopentaose III				25541-09-7	2822568	HMDB0006576	"G00557,G01053"	"53477857,22833681,3586141"	Polar
100002936	305	48263	179385	Carbohydrate	Disaccharides and Oligosaccharides	1325	NAMED	ZWIFNTZNALBZDV-UHFFFAOYSA-N	OC1C(OC2C(O)C(O)C(O)C(C)O2)C(NC(C)=O)C(OC3C(O)C(CO)OC(OC4C(OC5C(O)C(O)C(O)C(CO)O5)C(O)C(O)OC4CO)C3O)OC1CO	lacto-N-fucopentaose II	lacto-N-fucopentaose II				21973-23-9		HMDB0006577	G00623	168012	Polar
100002938	305	48264	179387	Carbohydrate	Disaccharides and Oligosaccharides	1324	NAMED	DTVXXTISAIGIBA-XEBMDGMJSA-N	OC1C(O)C(O)C(C)OC1OC2C(O)C(O)C(CO)OC2OC3C(O)C(CO)OC(OC4C(O)C(CO)OC(O[C@H]([C@H](O)CO)[C@H](O)[C@H](C=O)O)C4O)C3NC(C)=O	lacto-N-fucopentaose I	lacto-N-fucopentaose I				7578-25-8		HMDB0006705		53477883	Polar
100002939	305	53245	179417	Carbohydrate	Disaccharides and Oligosaccharides	1328	NAMED	FGJTXYWKOHAINP-UHFFFAOYSA-N	OC1C(O)C(O)C(CO)OC1OC2C(O)C(CO)OC(OC3C(O)C(CO)OC(OC4C(OC5C(O)C(O)C(O)C(C)O5)C(O)C(O)OC4CO)C3O)C2NC(C)=O	lacto-N-fucopentaose V	lacto-N-fucopentaose V				60254-64-0		HMDB0006706	"G00899,G02016"	53477884	Polar
100002945	209	38768	143701	Lipid	"Fatty Acid, Branched"	1665	NAMED	IIUXHTGBZYEGHI-UHFFFAOYSA-N	CC(CCCCCCCCCCCCCC(O)=O)C	(14 or 15)-methylpalmitate (a17:0 or i17:0)	(14 or 15)-methylpalmitate (a17:0 or i17:0)						HMDB0061859	C16995	"8181,17903417"	Neg
100002953	209	39609	141922	Lipid	"Fatty Acid, Monohydroxy"	2033	NAMED	UGAGPNKCDRTDHP-UHFFFAOYSA-N	OC(CCCCCCCCCCCCCCCO)=O	16-hydroxypalmitate	16-hydroxypalmitate				506-13-8	10034	HMDB0006294	C18218	10466	Neg
100002957	209	46148	144257	Carbohydrate	Nucleotide Sugar	1410	NAMED	LFTYTUAZOPRMMI-HEXNZZLISA-N	O[C@]1([H])[C@@](O)([H])[C@](COP(O)(OP(O)(O[C@H]2[C@H](NC(C)=O)[C@@H](O)[C@H](O)C(CO)O2)=O)=O)([H])O[C@]1(N(C=C3)C(NC3=O)=O)[H]	UDP-N-acetylglucosamine/galactosamine	UDP-N-acetylglucosamine/galactosamine						"HMDB0000304,HMDB0000290"	"C00203,C00043"	"44576,1167"	Neg
100002989	402	46798	165353	Lipid	Diacylglycerol	2953	NAMED	BLZVZPYMHLXLHG-RQOIEFAZSA-N	CCCCCCCC/C=C\CCCCCCCC(OCC(CO)OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)=O	oleoyl-linoleoyl-glycerol (18:1/18:2) [1]	oleoyl-linoleoyl-glycerol (18:1/18:2) [1]	DG 36:3	DG 18:1_18:2	Unknown	106292-55-1	23975985	HMDB0007219		14275396	Pos Late
100002990	402	46799	165354	Lipid	Diacylglycerol	2954	NAMED	GREDRAMJRDQWEJ-LTEAFHAISA-N	CCCCCCCC/C=C\CCCCCCCC(OCC(COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)O)=O	oleoyl-linoleoyl-glycerol (18:1/18:2) [2]	oleoyl-linoleoyl-glycerol (18:1/18:2) [2]	DG 36:3	DG 18:1_18:2	Unknown	104346-53-4	29788004	HMDB0007219		71433693	Pos Late
100003000	402	39270	163991	Lipid	Lysoplasmalogen	2859	NAMED	QYTPGOPLNFESQC-RLHAVTDZSA-N	O=P(OCC[NH3+])([O-])OC[C@H](O)CO/C=C/CCCCCCCCCCCCCC	1-(1-enyl-palmitoyl)-GPE (P-16:0)*	1-(1-enyl-palmitoyl)-GPE (P-16:0)*	LPE O-16:1	LPE P-16:0	LPE P-16:0/0:0		10471193	HMDB0011152			Pos Late
100003001	402	39271	180976	Lipid	Lysoplasmalogen	2863	NAMED	KACDZDULGKPXHT-BIHRDVDLSA-N	O=P(OCC[NH3+])([O-])OC[C@H](O)CO/C=C/CCCCCCCCCCCCCCCC	1-(1-enyl-stearoyl)-GPE (P-18:0)*	1-(1-enyl-stearoyl)-GPE (P-18:0)*	LPE O-18:1	LPE P-18:0	LPE P-18:0/0:0			HMDB0240598			Pos Late
100003064	305	57345	210849	Lipid	Galactosyl Glycerolipids	2995	NAMED	NHJUPBDCSOGIKX-NTXXKDEISA-N	O[C@H]1[C@@H](O)[C@@H](CO)O[C@@H](OC[C@H](O)CO)[C@@H]1O	galactosylglycerol	galactosylglycerol				16232-91-0	10263569	HMDB0006790	C05401	16048618	Polar
100003131	305	39869	179369	Carbohydrate	Disaccharides and Oligosaccharides	1333	NAMED	RBMYDHMFFAVMMM-PLQWBNBWSA-N	O[C@H]([C@H]([C@H](O[C@H]([C@H]1O)[C@H]([C@@H](CO)O[C@H]1O[C@H]([C@@H](CO)O)[C@@H]([C@H](C=O)O)O)O)O[C@@H]2CO)NC(C)=O)[C@@H]2O[C@@H]([C@@H]([C@H]3O)O)O[C@H](CO)[C@@H]3O	lacto-N-neotetraose	lacto-N-neotetraose				13007-32-4	108710	HMDB0006567	G00536	121853	Polar
100003132	305	39795	146550	Carbohydrate	Disaccharides and Oligosaccharides	1336	NAMED	VMWYCXKMRSTDSP-DWWGAHRSSA-N	O[C@@H](C1)[C@H](C([C@@H]([C@@H](CO)O)O)O[C@@]1(C(O)=O)OC[C@H]([C@@H]([C@@H]([C@H]2O)O)O)O[C@H]2O[C@H]([C@@H](CO)O)[C@@H]([C@H](C=O)O)O)NC(C)=O	6'-sialyllactose	6'-sialyllactose				35890-39-2		HMDB0006569	G00265	643987	Polar
100003151	402	46223	159669	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)"	1914	NAMED	MJLXQSQYKZWZCB-DQFWFXSYSA-N	[O-]C(C[C@H](C[N+](C)(C)C)OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)=O	linoleoylcarnitine (C18:2)*	linoleoylcarnitine (C18:2)*				36816-10-1	4952667	HMDB0006469		6450015	Pos Late
100003258	305	63990	232912	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	4386	NAMED	RMHBODZVODTFAH-UHFFFAOYSA-N	OC1=C(OC)C(C(C(CO)O)O1)=O	2-O-methylascorbic acid	2-O-methylascorbic acid				17860-87-6	90149	HMDB0240294		54726398	Polar
100003259	400	40428	156724	Carbohydrate	Aminosugar Metabolism	1445	NAMED	RPSBVJXBTXEJJG-RAMSCCQBSA-N	O=C(C)N[C@@H]1[C@H](C[C@@](OC[C@H]2O[C@H]([C@@H]([C@H]([C@H]2O)O)O)O[C@@H]3[C@@H](CO)OC([C@@H]([C@H]3O)NC(C)=O)O)([C@@](O)=O)O[C@H]1[C@@H]([C@@H](CO)O)O)O	6-sialyl-N-acetyllactosamine	6-sialyl-N-acetyllactosamine				174757-71-2	17216384	HMDB0006584		16212424	Pos Early
100003271	209	54923	208316	Amino Acid	Glutamate Metabolism	58	NAMED	GAQNUGISBQJMKO-UHFFFAOYSA-N	OC(CC(C(NC(CCC(O)=O)C(O)=O)=O)(CC(O)=O)O)=O	beta-citrylglutamate	beta-citrylglutamate				73590-26-8	19992713		C20775	189741	Neg
100003397	400	40406	156717	Lipid	Phospholipid Metabolism	2266	NAMED	UYPYRKYUKCHHIB-UHFFFAOYSA-N	C[N+](C)([O-])C	trimethylamine N-oxide	trimethylamine N-oxide				1184-78-7	1113	HMDB0000925	C01104	1145	Pos Early
100003408	305	40424	152208	Carbohydrate	Disaccharides and Oligosaccharides	1335	NAMED	OIZGSVFYNBZVIK-FHHHURIISA-N	O=C[C@@H]([C@H]([C@@H]([C@@H](CO)O)O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O[C@@]2([C@@](O)=O)O[C@H]([C@@H]([C@H](C2)O)NC(C)=O)[C@@H]([C@@H](CO)O)O)O)O)O	3'-sialyllactose	3'-sialyllactose				35890-38-1	110445	HMDB0000825		123914	Polar
100003415	400	62860	220638	Amino Acid	Lysine Metabolism	117	NAMED	PQNASZJZHFPQLE-LURJTMIESA-N	O=C([C@H](CCCCNC)N)O	N6-methyllysine	N6-methyllysine				1188-07-4	144469	HMDB0002038	C02728	164795	Pos Early
100003425	400	40410	156719	Amino Acid	Histidine Metabolism	82	NAMED	LOIYMIARKYCTBW-UPHRSURJSA-N	O=C(/C=C\C1=CN=CN1)O	cis-urocanate	cis-urocanate				7699-35-6	1266070	HMDB0034174		1549103	Pos Early
100003434	400	40730	156802	Amino Acid	Histidine Metabolism	83	NAMED	ZCKYOWGFRHAZIQ-UHFFFAOYSA-N	OC(CCC1=CN=CN1)=O	imidazole propionate	imidazole propionate				1074-59-5	63798	HMDB0002271		70630	Pos Early
100003678	400	40731	156803	Peptide	Dipeptide	970	NAMED	RWCOTTLHDJWHRS-YUMQZZPRSA-N	O=[C@]([C@H]1NCCC1)N2CCC[C@H]2[C@](O)=O	prolylproline	prolylproline				20488-28-2	9797341	HMDB0011180		263469	Pos Early
100003695	305	62864	220652	Xenobiotics	Food Component/Plant	4994	NAMED	RGHNJXZEOKUKBD-MBMOQRBOSA-N	O=C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O	mannonate*	mannonate*				642-99-9	2496757			3246006	Polar
100003823	400	42561	156923	Xenobiotics	Food Component/Plant	4827	NAMED	SGZFJWQQBHYNNF-UHFFFAOYSA-N	O=C(N1)C(O)C2=C1C=CC=C2	3-hydroxyindolin-2-one	3-hydroxyindolin-2-one				61-71-2	5872		C11130	6097	Pos Early
100003901	209	41220	142786	Lipid	Lysophospholipid	2693	NAMED	KIHAGWUUUHJRMS-JOCHJYFZSA-N	OC[C@@H](OC(CCCCCCCCCCCCCCCCC)=O)COP(OCC[NH3+])([O-])=O	2-stearoyl-GPE (18:0)*	2-stearoyl-GPE (18:0)*	LPE 18:0	LPE 18:0	LPE 0:0/18:0		24769218	HMDB0011129		"90658453,53480667"	Neg
100003940	209	43502	144003	Lipid	Fatty Acid Metabolism (Acyl Glycine)	1840	NAMED	SAVLIIGUQOSOEP-UHFFFAOYSA-N	O=C(CCCCCCC)NCC(O)=O	N-octanoylglycine	N-octanoylglycine				14246-53-8	76040	HMDB0000832		84290	Neg
100004059	400	62278	219251	Xenobiotics	Food Component/Plant	4966	NAMED	GPPYTCRVKHULJH-UHFFFAOYSA-N	C[N+](C)(C(C([O-])=O)CC1=CN=CN1)C	histidine betaine (hercynine)*	histidine betaine (hercynine)*				534-30-5	2340795	HMDB0029422		3083620	Pos Early
100004063	305	43007	179381	Carbohydrate	Disaccharides and Oligosaccharides	1332	NAMED	AXQLFFDZXPOFPO-FSGZUBPKSA-N	O=C(C)N[C@@H]1[C@H]([C@@H]([C@@H](CO)O[C@H]1O[C@@H]2[C@H]([C@H](O[C@@H]3[C@@H](CO)OC([C@@H]([C@H]3O)O)O)O[C@@H]([C@@H]2O)CO)O)O)O[C@@H]4O[C@@H]([C@@H]([C@@H]([C@H]4O)O)O)CO	lacto-N-tetraose	lacto-N-tetraose				14116-68-8	389818	HMDB0006566	C06371	440993	Polar
100004089	209	42489	144357	Lipid	"Fatty Acid, Monohydroxy"	1985	NAMED	GHPVDCPCKSNJDR-UHFFFAOYSA-N	OC(C(O)=O)CCCCCCCC	2-hydroxydecanoate	2-hydroxydecanoate				5393-81-7	20195	HMDB0094656		21488	Neg
100004111	209	46146	144253	Xenobiotics	Benzoate Metabolism	4540	NAMED	NCOMUGOPQPRVSE-UHFFFAOYSA-N	OC1=CC(C)=CC=C1OS(O)(=O)=O	4-methylcatechol sulfate	4-methylcatechol sulfate						HMDB0240459		54104170	Neg
100004112	209	46165	144278	Xenobiotics	Benzoate Metabolism	4537	NAMED	HFDKYCXWNHNKAF-UHFFFAOYSA-N	OC1=C(C)C=CC=C1OS(O)(=O)=O	3-methyl catechol sulfate (1)	3-methyl catechol sulfate (1)								118431379	Neg
100004208	209	46111	143736	Xenobiotics	Benzoate Metabolism	4536	NAMED	AQTYXAPIHMXAAV-UHFFFAOYSA-N	COC1=C(OS(O)(=O)=O)C=CC=C1	guaiacol sulfate	guaiacol sulfate					21078	HMDB0060013		22473	Neg
100004284	400	43424	157011	Xenobiotics	Chemical	6196	NAMED	HHVIBTZHLRERCL-UHFFFAOYSA-N	CS(C)(=O)=O	dimethyl sulfone	dimethyl sulfone				67-71-0	5978	HMDB0004983	C11142	6213	Pos Early
100004295	400	43400	157005	Xenobiotics	Food Component/Plant	4671	NAMED	XUWHAWMETYGRKB-UHFFFAOYSA-N	O=C1CCCCN1	2-piperidinone	2-piperidinone				675-20-7	12144	HMDB0011749		12665	Pos Early
100004321	209	48691	207569	Xenobiotics	Food Component/Plant	4812	NAMED	ZLYUIVZAQHFCNP-UHFFFAOYSA-N	O=C1C=CC2=CC=CC(OS(=O)(O)=O)=C2N1	"2,8-quinolinediol sulfate"	"2,8-quinolinediol sulfate"						HMDB0240658			Neg
100004327	209	45966	148646	Lipid	Lysophospholipid	2725	NAMED	ZPDQFUYPBVXUKS-KEKNWZKVSA-N	O=P(O)(OCC(O)COC(CCCCCCCCCCCCCCCCC)=O)OC[C@@H](C(O)=O)N	1-stearoyl-GPS (18:0)*	1-stearoyl-GPS (18:0)*	LPS 18:0	LPS 18:0	LPS 18:0/0:0		7826051	HMDB0061698		74819135	Neg
100004328	402	42463	164531	Lipid	Sphingomyelins	3141	NAMED	KYICBZWZQPCUMO-PSALXKTOSA-N	CCCCCCCCCCCCCC(N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H])=O	"sphingomyelin (d18:1/14:0, d16:1/16:0)*"	"sphingomyelin (d18:1/14:0, d16:1/16:0)*"	SM 32:1;O2	Unknown	Unknown		9608732	HMDB0012097		11433862	Pos Late
100004329	402	42459	161023	Lipid	Sphingomyelins	3145	NAMED	IWHLTJGDYLJQSH-FLPFCPAFSA-N	CCCCC/C=C/CCCCCCCCC(N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H])=O	"sphingomyelin (d18:2/16:0, d18:1/16:1)*"	"sphingomyelin (d18:2/16:0, d18:1/16:1)*"	SM 34:2;O2	Unknown	Unknown			"HMDB0240638,HMDB0240613"			Pos Late
100004523	400	43249	156986	Amino Acid	Urea cycle; Arginine and Proline Metabolism	516	NAMED	SRXKAYJJGAAOBP-UHFFFAOYSA-N	CC(NCCCC(N)C(O)=O)=O	N-delta-acetylornithine	N-delta-acetylornithine					8096135	HMDB0003357	C00437	9920500	Pos Early
100004541	400	43258	156989	Amino Acid	Polyamine Metabolism	560	NAMED	OAUYENAPBFTAQT-UHFFFAOYSA-N	O=C1N(CCCN([H])C(C)=O)CCC1	acisoga	acisoga				7663-77-6	114601	HMDB0061384		129397	Pos Early
100004542	400	43761	157045	Lipid	"Fatty Acid, Amino"	1773	NAMED	RDFMDVXONNIGBC-UHFFFAOYSA-N	OC(C(CCCCC)N([H])[H])=O	2-aminoheptanoate	2-aminoheptanoate				1115-90-8	198338	HMDB0094649		227939	Pos Early
100004635	400	44878	157087	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	446	NAMED	UCUNFLYVYCGDHP-UHFFFAOYSA-N	O=S(C)(CCC(N)C(O)=O)=O	methionine sulfone	methionine sulfone				820-10-0	63154	HMDB0062174		69961	Pos Early
100005371	209	44630	142531	Lipid	Lysophospholipid	2706	NAMED	RNWSKZCVPICGIX-DQXFYRDTSA-N	O=C(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)OC[C@@](O)([H])COP(OCCN)(O)=O	1-dihomo-linolenoyl-GPE (20:3n3 or 6)*	1-dihomo-linolenoyl-GPE (20:3n3 or 6)*	LPE 20:3	LPE 20:3	LPE 20:3/0:0			"HMDB0011514,HMDB0011516"			Neg
100005372	402	44621	163990	Lipid	Lysoplasmalogen	2861	NAMED	URGVIWXYPWWBQO-ZCJATDNESA-N	O=P(OCC[NH3+])([O-])OC[C@H](O)CO/C=C/CCCCCC/C=C/CCCCCCCC	1-(1-enyl-oleoyl)-GPE (P-18:1)*	1-(1-enyl-oleoyl)-GPE (P-18:1)*	LPE O-18:2	LPE P-18:1	LPE P-18:1/0:0						Pos Late
100005373	400	46227	221883	Amino Acid	Lysine Metabolism	124	NAMED	BFSYFTQDGRDJNV-QCNRFFRDSA-N	OC[C@@H](O)[C@@H](O)[C@H](O)C(CNCCCC[C@@H](N)C(O)=O)=O	fructosyllysine	fructosyllysine				21291-40-7	110281	HMDB0034879		9839580	Pos Early
100005376	209	62352	219482	Lipid	Lysophospholipid	2703	NAMED	JEAGLCKGAKACCE-MDZDMXLPSA-N	O=P(OCC(O)COC(CCCCCCCCC/C=C/CCCCCCCC)=O)(O)OCCN	1-eicosenoyl-GPE (20:1)*	1-eicosenoyl-GPE (20:1)*	LPE 20:1	LPE 20:1	LPE 20:1/0:0			HMDB0011518		52925139	Neg
100005443	305	63733	223260	Carbohydrate	Disaccharides and Oligosaccharides	1331	NAMED	LKOHREGGXUJGKC-XOYGTUPGSA-N	O[C@H]1[C@@H](CO)O[C@@H](O[C@H]2[C@H](O[C@@H]3[C@H](O)[C@@H](O)[C@@H](O)[C@@H](C)O3)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O[C@H]4[C@@H](O)[C@H](O)[C@H](O)[C@H](C)O4)[C@H]1O	lactodifucotetraose	lactodifucotetraose				20768-11-0	2655596		G00335	3082169	Polar
100005466	305	48187	154613	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	480	NAMED	CXJAAWRLVGAKDV-UHFFFAOYSA-N	O=S(CCNC(C)=O)(O)=O	N-acetyltaurine	N-acetyltaurine					140553	HMDB0240253		159864	Polar
100005714	402	57509	211207	Lipid	Lysophospholipid	2698	NAMED	NTBBASCGALPTDC-IUQGRGSQSA-N	[NH3+]CCOP(OCC(O)COC(CCCCCCC/C=C/C/C=C/C/C=C/CC)=O)([O-])=O	1-linolenoyl-GPE (18:3)*	1-linolenoyl-GPE (18:3)*	LPE 18:3	LPE 18:3	LPE 18:3/0:0			"HMDB0011479,HMDB0011509"		52925148	Pos Late
100005985	402	47154	164532	Lipid	Sphingomyelins	3142	NAMED	SOWIKWJDPCEPOJ-IOBWIPHESA-N	CCCC/C=C/CCCCCCCC(N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H])=O	"sphingomyelin (d18:2/14:0, d18:1/14:1)*"	"sphingomyelin (d18:2/14:0, d18:1/14:1)*"	SM 32:2;O2	Unknown	Unknown			"HMDB0240637,HMDB0240612"			Pos Late
100005986	402	47153	164529	Lipid	Sphingomyelins	3157	NAMED	WKZHECFHXLTOLJ-QYKFWSDSSA-N	O[C@H](/C=C/CCCCCCCCCCCCC)[C@H](CO[P](OCC[N+](C)(C)C)([O-])=O)NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O	"sphingomyelin (d18:1/24:1, d18:2/24:0)*"	"sphingomyelin (d18:1/24:1, d18:2/24:0)*"	SM 42:2;O2	Unknown	Unknown	94359-13-4	24846874	HMDB0012107		44260126	Pos Late
100006051	402	48182	160274	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)"	1907	NAMED	ABVVZYXTZLEOHP-OLHLWXQYSA-N	O=C(CCCCCCC/C=C\CCCC)O[C@H](CC([O-])=O)C[N+](C)(C)C	myristoleoylcarnitine (C14:1)*	myristoleoylcarnitine (C14:1)*				889848-55-9	34999520	HMDB0240588		129691961	Pos Late
100006065	400	49795	161671	Peptide	Dipeptide	800	NAMED	XLUAWXQORJEMBD-UHFFFAOYSA-N	O=C(C(C(C)C)N([H])C1=O)N2C1CCC2	cyclo(pro-val)	cyclo(pro-val)				2854-40-2	89376			98951	Pos Early
