CHEM_ID	LIB_ID	COMP_ID	CHRO_LIB_ENTRY_ID	SUPER_PATHWAY	SUB_PATHWAY	PATHWAY_SORTORDER	TYPE	INCHIKEY	SMILES	CHEMICAL_NAME	PLOT_NAME	CAS	CHEMSPIDER	HMDB	KEGG	PUBCHEM	PLATFORM
100002126	209	38168	143871	Lipid	Androgenic Steroids	3365	NAMED	ALBNSVAJDFJRKQ-UAFBDMIJSA-N	O=C1[C@H](O)CC2C3CC=C4C[C@@H](OS(=O)(O)=O)CC[C@]4(C)C3CC[C@@]21C	16alpha-hydroxy DHEA 3-sulfate	16alpha-hydroxy DHEA 3-sulfate			HMDB0062544		20848950	Neg
100002137	209	37372	143751	Lipid	Eicosanoid	2157	NAMED	KGIJOOYOSFUGPC-XTDASVJISA-N	OC(CCCC(O)/C=C/C=C\C/C=C\C/C=C\CCCCC)=O	5-HETE	5-HETE	73307-52-5	8038582	HMDB0011134	C04805	5280733	Neg
100002154	400	37459	156384	Xenobiotics	Food Component/Plant	4922	NAMED	SSISHJJTAXXQAX-UHFFFAOYSA-N	S=C1NC(CC(C([O-])=O)[N+](C)(C)C)=CN1	ergothioneine	ergothioneine	58511-63-0	2297320	HMDB0003045	C05570	5351619	Pos Early
100002155	400	37468	156392	Xenobiotics	Drug - Antibiotic	5505	NAMED	JGSARLDLIJGVTE-UHFFFAOYSA-N	CC1(C)C(C(O)=O)N2C(C(NC(CC3=CC=CC=C3)=O)C2=O)S1	penicillin G	penicillin G	69-57-8	2259	HMDB0015186	C05551	5904	Pos Early
100002158	400	37370	237315	Xenobiotics	Drug - Antibiotic	5562	NAMED	HLFSDGLLUJUHTE-UHFFFAOYSA-N	C12=NC(C3=CC=CC=C3)CN1CCS2	tetramisole	tetramisole	5086-74-8	3776			3913	Pos Early
100002171	209	37419	144194	Lipid	Lysophospholipid	2690	NAMED	RVNBVQKDPQVSOY-NRFANRHFSA-N	O=P(OCCN)(O)OC[C@@H](O)COC(CCCCCCCCCCCCCCCC)=O	1-margaroyl-GPE (17:0)*	1-margaroyl-GPE (17:0)*			HMDB0061691		52925149	Neg
100002196	209	37752	145686	Lipid	Fatty Acid, Monohydroxy	2036	NAMED	HNICUWMFWZBIFP-IRQZEAMPSA-N	OC(CCCCCCC/C=C\C=C\[C@H](CCCCC)O)=O	13-HODE + 9-HODE	13-HODE + 9-HODE			HMDB0004670,HMDB0004667	C14767,C14762	5312830,5282945,1424,5282947,5282944	Neg
100002227	402	38125	164218	Lipid	Sterol	3245	NAMED	NYOXRYYXRWJDKP-UHFFFAOYSA-N	CC12C(CCC3C2CCC4(C)C3CCC4C(CCCC(C)C)C)=CC(CC1)=O	4-cholesten-3-one	4-cholesten-3-one	601-57-0	427	HMDB0000921	C00599	91477	Pos Late
100002253	209	38637	141886	Xenobiotics	Food Component/Plant	4882	NAMED	YAADMLWHGMUGQL-VOTSOKGWSA-N	O=C(NCC(O)=O)/C=C/C1=CC=CC=C1	cinnamoylglycine	cinnamoylglycine	16534-24-0	618829	HMDB0011621		709625	Neg
100002259	402	38178	159020	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)	1902	NAMED	OQWOHRPOYAVIOK-KTKRTIGZSA-N	O=C([O-])CC(OC(CC/C=C\CCCCC)=O)C[N+](C)(C)C	cis-4-decenoylcarnitine (C10:1)	cis-4-decenoylcarnitine (C10:1)	98930-66-6	28639171	HMDB0013205		57357170	Pos Late
100002284	305	62950	220825	Lipid	Fatty Acid, Dihydroxy	2055	NAMED	LOUGYXZSURQALL-GBXIJSLDSA-N	C[C@@H](O)[C@H](O)C(O)=O	2S,3R-dihydroxybutyrate	2S,3R-dihydroxybutyrate	5057-93-2	9139682	HMDB0002453		10964471	Polar
100002285	305	62951	220826	Lipid	Fatty Acid, Dihydroxy	2058	NAMED	UFYGCFHQAXXBCF-UHFFFAOYSA-N	OCCC(O)C(O)=O	2,4-dihydroxybutyrate	2,4-dihydroxybutyrate	1518-62-3	167259	HMDB0000360		192742	Polar
100002356	209	38296	141846	Lipid	Fatty Acid, Branched	1670	NAMED	YETXGSGCWODRAA-UHFFFAOYSA-N	OC(CCCCCCCCCCCCCCCC(C)C)=O	(16 or 17)-methylstearate (a19:0 or i19:0)	(16 or 17)-methylstearate (a19:0 or i19:0)	2724-59-6	2340933	HMDB0037397		3083779	Neg
100002367	305	63109	221751	Lipid	Fatty Acid, Dihydroxy	2056	NAMED	LOUGYXZSURQALL-PWNYCUMCSA-N	OC([C@H](O)[C@H](O)C)=O	2R,3R-dihydroxybutyrate	2R,3R-dihydroxybutyrate	759-06-8	17215960	HMDB0000498		13120901	Polar
100002398	400	38183	156476	Xenobiotics	Food Component/Plant	4660	NAMED	NQRYJNQNLNOLGT-UHFFFAOYSA-N	C1CNCCC1	piperidine	piperidine	110-89-4	7791	HMDB0034301	C01746	8082	Pos Early
100002405	400	38306	156492	Xenobiotics	Drug - Metabolic	5791	NAMED	XZWYZXLIPXDOLR-UHFFFAOYSA-N	N=C(N(C)C)NC(N)=N	metformin	metformin	1115-70-4	3949	HMDB0001921	C07151	4091	Pos Early
100002410	209	43496	145247	Xenobiotics	Drug - Antibiotic	5557	NAMED	BSRUJCFCZKMFMB-YGHPHNMRSA-N	COC1=CC=C(N=CC=C2[C@H]([C@]3(N(C[C@@]4(C=C)O)CC[C@@]4([H])C3)[H])O)C2=C1	3-hydroxyquinine	3-hydroxyquinine	78549-61-8	138373	HMDB0001091	C07344	157225	Neg
100002462	400	43582	208402	Amino Acid	Lysine Metabolism	122	NAMED	OWGKYELXGFKIHH-MYLOADSESA-N	O[C@@H]1[C@@H](O)[C@@H](O)[C@@H](CO)OC1OC(CCC(N)C(O)=O)CN	5-(galactosylhydroxy)-lysine	5-(galactosylhydroxy)-lysine	32448-36-5				66995551	Pos Early
100002466	400	62103	218949	Amino Acid	Glutathione Metabolism	585	NAMED	ZHRLECIZINSPKL-AKGZTFGVSA-N	OC(CNC(C(N)CSSC[C@@H](C(O)=O)N)=O)=O	cysteinylglycine disulfide*	cysteinylglycine disulfide*	70555-24-7	17215992	HMDB0000709		22833544	Pos Early
100002528	209	46960	148213	Xenobiotics	Chemical	6124	NAMED	QAOWNCQODCNURD-UHFFFAOYSA-N	OS(O)(=O)=O	sulfate*	sulfate*	14808-79-8	1086	HMDB01448	C00059	5152822	Neg
100002544	400	40499	156749	Amino Acid	Glutamate Metabolism	53	NAMED	HBDWQSHEVMSFGY-SCQFTWEKSA-N	OC(C(O)=O)C[C@@H](C(O)=O)N	4-hydroxyglutamate	4-hydroxyglutamate	2485-33-8	388936	HMDB0001344	C03079	439902	Pos Early
100002619	305	53237	179411	Carbohydrate	Pentose Metabolism	1305	NAMED	HSNZZMHEPUFJNZ-SHUUEZRQSA-N	OCC([C@@H](O)[C@H](O)[C@H](O)[C@H](O)CO)=O	sedoheptulose	sedoheptulose	3019-74-7	4573620	HMDB0003219	C02076	5459879	Polar
100002732	402	38669	159108	Xenobiotics	Drug - Respiratory	5973	NAMED	ZZVUWRFHKOJYTH-UHFFFAOYSA-N	CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2	diphenhydramine	diphenhydramine	147-24-0	2989	HMDB0001927	C06960	3100	Pos Late
100002745	400	52353	164913	Peptide	Dipeptide	766	NAMED	NAKUGCPAQTUSBE-IUCAKERBSA-N	O=C([C@H](CC1=CN=CN1)NC2=O)N3[C@@]2([H])CCC3	cyclo(his-pro)	cyclo(his-pro)	53109-32-3	395717	HMDB0002053		449094,65137	Pos Early
100002749	400	39592	156595	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	463	NAMED	IDIDJDIHTAOVLG-VKHMYHEASA-N	OC([C@H](CSC)N)=O	S-methylcysteine	S-methylcysteine	1187-84-4	22826	HMDB0002108		24417,7058174,88180	Pos Early
100002769	400	57461	211115	Amino Acid	Urea cycle; Arginine and Proline Metabolism	529	NAMED	BMFMQGXDDJALKQ-BYPYZUCNSA-N	N=C(N)NCCC[C@H](O)C(O)=O	argininate*	argininate*	157-07-3	140984	HMDB0003148		160437	Pos Early
100002784	400	55072	208196	Amino Acid	Urea cycle; Arginine and Proline Metabolism	498	NAMED	ARBHXJXXVVHMET-UHFFFAOYSA-N	OC(C(CCC/N=C(N)/N)=O)=O	2-oxoarginine*	2-oxoarginine*	3715-10-4	542	HMDB0004225	C03771	558	Pos Early
100002796	209	62873	220667	Lipid	Medium Chain Fatty Acid	1517	NAMED	XKZKQTCECFWKBN-SREVYHEPSA-N	OC(CC\C=C/CCCCC)=O	cis-4-decenoate (10:1n6)*	cis-4-decenoate (10:1n6)*	505-90-8	4471776	HMDB0004980		5282726	Neg
100002910	400	62946	220814	Amino Acid	Histidine Metabolism	94	NAMED	UJCGYTCAMOHYCG-UHFFFAOYSA-N	O=C(O)CC1=CN=CN1C	1-methyl-5-imidazoleacetate	1-methyl-5-imidazoleacetate	4200-48-0	4954265	HMDB04988		6451814	Pos Early
100002927	400	43378	211502	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	464	NAMED	ZZLHPCSGGOGHFW-UHFFFAOYSA-N	NC(CS(C)=O)C(O)=O	S-methylcysteine sulfoxide	S-methylcysteine sulfoxide	6853-87-8	74136	HMDB0029432		82142	Pos Early
100002930	305	48146	152228	Carbohydrate	Disaccharides and Oligosaccharides	1336	NAMED	SNFSYLYCDAVZGP-UHFFFAOYSA-N	OC1C(O)C(OC2C(O)C(O)C(O)C(C)O2)C(OC3C(O)C(O)C(O)OC3CO)OC1CO	2'-fucosyllactose	2'-fucosyllactose	41263-94-9	2655498	HMDB0002098		170484	Polar
100002931	305	48147	152230	Carbohydrate	Disaccharides and Oligosaccharides	1337	NAMED	WJPIUUDKRHCAEL-UHFFFAOYSA-N	OCC1OC(OC2C(OC3C(O)C(O)C(O)C(C)O3)C(O)C(O)OC2CO)C(O)C(O)C1O	3-fucosyllactose	3-fucosyllactose	41312-47-4	3400414	HMDB0002094	G00313	161460	Polar
100002933	305	39368	212197	Carbohydrate	Disaccharides and Oligosaccharides	1340	NAMED	HBBOZFUQJDYASD-UHFFFAOYSA-N	OC1C(O)C(O)C(OC2C(OC3C(O)C(O)C(O)C(C)O3)C(NC(C)=O)C(O)OC2CO)OC1CO	Lewis X trisaccharide	Lewis X trisaccharide	71208-06-5	3764047	HMDB0006568	G00243	11813424	Polar
100002938	305	48264	179387	Carbohydrate	Disaccharides and Oligosaccharides	1323	NAMED	DTVXXTISAIGIBA-XEBMDGMJSA-N	OC1C(O)C(O)C(C)OC1OC2C(O)C(O)C(CO)OC2OC3C(O)C(CO)OC(OC4C(O)C(CO)OC(O[C@H]([C@H](O)CO)[C@H](O)[C@H](C=O)O)C4O)C3NC(C)=O	lacto-N-fucopentaose I	lacto-N-fucopentaose I	7578-25-8		HMDB0006705		53477883	Polar
100002939	305	53245	179417	Carbohydrate	Disaccharides and Oligosaccharides	1327	NAMED	FGJTXYWKOHAINP-UHFFFAOYSA-N	OC1C(O)C(O)C(CO)OC1OC2C(O)C(CO)OC(OC3C(O)C(CO)OC(OC4C(OC5C(O)C(O)C(O)C(C)O5)C(O)C(O)OC4CO)C3O)C2NC(C)=O	lacto-N-fucopentaose V	lacto-N-fucopentaose V	60254-64-0		HMDB0006706	G00899,G02016	53477884	Polar
100002945	209	38768	143701	Lipid	Fatty Acid, Branched	1664	NAMED	IIUXHTGBZYEGHI-UHFFFAOYSA-N	CC(CCCCCCCCCCCCCC(O)=O)C	(14 or 15)-methylpalmitate (a17:0 or i17:0)	(14 or 15)-methylpalmitate (a17:0 or i17:0)			HMDB0061859	C16995	8181,17903417	Neg
100002953	209	39609	141922	Lipid	Fatty Acid, Monohydroxy	2032	NAMED	UGAGPNKCDRTDHP-UHFFFAOYSA-N	OC(CCCCCCCCCCCCCCCO)=O	16-hydroxypalmitate	16-hydroxypalmitate	506-13-8	10034	HMDB0006294	C18218	10466	Neg
100002957	209	46148	144257	Carbohydrate	Nucleotide Sugar	1409	NAMED	LFTYTUAZOPRMMI-HEXNZZLISA-N	O[C@]1([H])[C@@](O)([H])[C@](COP(O)(OP(O)(O[C@H]2[C@H](NC(C)=O)[C@@H](O)[C@H](O)C(CO)O2)=O)=O)([H])O[C@]1(N(C=C3)C(NC3=O)=O)[H]	UDP-N-acetylglucosamine/galactosamine	UDP-N-acetylglucosamine/galactosamine			HMDB0000304,HMDB0000290	C00203,C00043	44576,1167	Neg
100002968	402	39767	159182	Xenobiotics	Drug - Antibiotic	5558	NAMED	LOUPRKONTZGTKE-WGFDLZGGSA-N	COC1=CC2=C(N=CC=C2[C@@H](O)C3N(CC4C=C)CCC4C3)C=C1	quinine	quinine	130-95-0	2010267	HMDB0014611	C06526	3034034	Pos Late
100002989	402	46798	165353	Lipid	Diacylglycerol	2951	NAMED	BLZVZPYMHLXLHG-RQOIEFAZSA-N	CCCCCCCC/C=C\CCCCCCCC(OCC(CO)OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)=O	oleoyl-linoleoyl-glycerol (18:1/18:2) [1]	oleoyl-linoleoyl-glycerol (18:1/18:2) [1]	106292-55-1	23975985	HMDB0007219		14275396	Pos Late
100002990	402	46799	165354	Lipid	Diacylglycerol	2952	NAMED	GREDRAMJRDQWEJ-LTEAFHAISA-N	CCCCCCCC/C=C\CCCCCCCC(OCC(COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)O)=O	oleoyl-linoleoyl-glycerol (18:1/18:2) [2]	oleoyl-linoleoyl-glycerol (18:1/18:2) [2]	104346-53-4	29788004	HMDB0007219		71433693	Pos Late
100002997	209	38670	144274	Carbohydrate	Nucleotide Sugar	1400	NAMED	HSCJRCZFDFQWRP-UHFFFAOYSA-N	O=C(N1)N(C2C(O)C(O)C(COP(O)(OP(O)(OC3C(O)C(O)C(O)C(CO)O3)=O)=O)O2)C=CC1=O	UDP-glucose/UDP-galactose	UDP-glucose/UDP-galactose			HMDB0000286,HMDB0000302	C00052,C00029	8629,23724458	Neg
100003000	402	39270	163991	Lipid	Lysoplasmalogen	2857	NAMED	QYTPGOPLNFESQC-RLHAVTDZSA-N	O=P(OCC[NH3+])([O-])OC[C@H](O)CO/C=C/CCCCCCCCCCCCCC	1-(1-enyl-palmitoyl)-GPE (P-16:0)*	1-(1-enyl-palmitoyl)-GPE (P-16:0)*		10471193	HMDB0011152			Pos Late
100003001	402	39271	180976	Lipid	Lysoplasmalogen	2861	NAMED	KACDZDULGKPXHT-BIHRDVDLSA-N	O=P(OCC[NH3+])([O-])OC[C@H](O)CO/C=C/CCCCCCCCCCCCCCCC	1-(1-enyl-stearoyl)-GPE (P-18:0)*	1-(1-enyl-stearoyl)-GPE (P-18:0)*			HMDB0240598			Pos Late
100003119	209	39732	143757	Lipid	Endocannabinoid	2194	NAMED	KOGRJTUIKPMZEJ-KTKRTIGZSA-N	O=C(CCCCCCC/C=C\CCCCCCCC)NCCS(O)(=O)=O	N-oleoyltaurine	N-oleoyltaurine	52514-04-2	4941625			6437033	Neg
100003132	305	39795	146550	Carbohydrate	Disaccharides and Oligosaccharides	1335	NAMED	VMWYCXKMRSTDSP-DWWGAHRSSA-N	O[C@@H](C1)[C@H](C([C@@H]([C@@H](CO)O)O)O[C@@]1(C(O)=O)OC[C@H]([C@@H]([C@@H]([C@H]2O)O)O)O[C@H]2O[C@H]([C@@H](CO)O)[C@@H]([C@H](C=O)O)O)NC(C)=O	6'-sialyllactose	6'-sialyllactose	35890-39-2		HMDB0006569	G00265	643987	Polar
100003151	402	46223	159669	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)	1913	NAMED	MJLXQSQYKZWZCB-DQFWFXSYSA-N	[O-]C(C[C@H](C[N+](C)(C)C)OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)=O	linoleoylcarnitine (C18:2)*	linoleoylcarnitine (C18:2)*	36816-10-1	4952667	HMDB0006469		6450015	Pos Late
100003258	305	63990	232912	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	4380	NAMED	RMHBODZVODTFAH-UHFFFAOYSA-N	OC1=C(OC)C(C(C(CO)O)O1)=O	2-O-methylascorbic acid	2-O-methylascorbic acid	17860-87-6	90149	HMDB0240294		54726398	Polar
100003259	400	40428	156724	Carbohydrate	Aminosugar Metabolism	1444	NAMED	RPSBVJXBTXEJJG-RAMSCCQBSA-N	O=C(C)N[C@@H]1[C@H](C[C@@](OC[C@H]2O[C@H]([C@@H]([C@H]([C@H]2O)O)O)O[C@@H]3[C@@H](CO)OC([C@@H]([C@H]3O)NC(C)=O)O)([C@@](O)=O)O[C@H]1[C@@H]([C@@H](CO)O)O)O	6-sialyl-N-acetyllactosamine	6-sialyl-N-acetyllactosamine	174757-71-2	17216384	HMDB0006584		16212424	Pos Early
100003260	400	40007	161438	Amino Acid	Glutamate Metabolism	60	NAMED	SRGQUICKDUQCKO-UHFFFAOYSA-N	O=C(CCCNCCC(O)=O)O	carboxyethyl-GABA	carboxyethyl-GABA	4386-03-2	2474	HMDB0002201		2572	Pos Early
100003271	209	54923	208316	Amino Acid	Glutamate Metabolism	58	NAMED	GAQNUGISBQJMKO-UHFFFAOYSA-N	OC(CC(C(NC(CCC(O)=O)C(O)=O)=O)(CC(O)=O)O)=O	beta-citrylglutamate	beta-citrylglutamate	73590-26-8	19992713		C20775	189741	Neg
100003397	400	40406	156717	Lipid	Phospholipid Metabolism	2265	NAMED	UYPYRKYUKCHHIB-UHFFFAOYSA-N	C[N+](C)([O-])C	trimethylamine N-oxide	trimethylamine N-oxide	1184-78-7	1113	HMDB0000925	C01104	1145	Pos Early
100003408	305	40424	152208	Carbohydrate	Disaccharides and Oligosaccharides	1334	NAMED	OIZGSVFYNBZVIK-FHHHURIISA-N	O=C[C@@H]([C@H]([C@@H]([C@@H](CO)O)O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O[C@@]2([C@@](O)=O)O[C@H]([C@@H]([C@H](C2)O)NC(C)=O)[C@@H]([C@@H](CO)O)O)O)O)O	3'-sialyllactose	3'-sialyllactose	35890-38-1	110445	HMDB0000825		123914	Polar
100003415	400	62860	220638	Amino Acid	Lysine Metabolism	116	NAMED	PQNASZJZHFPQLE-LURJTMIESA-N	O=C([C@H](CCCCNC)N)O	N6-methyllysine	N6-methyllysine	1188-07-4	144469	HMDB0002038	C02728	164795	Pos Early
100003425	400	40410	156719	Amino Acid	Histidine Metabolism	81	NAMED	LOIYMIARKYCTBW-UPHRSURJSA-N	O=C(/C=C\C1=CN=CN1)O	cis-urocanate	cis-urocanate	7699-35-6	1266070	HMDB0034174		1549103	Pos Early
100003434	400	40730	156802	Amino Acid	Histidine Metabolism	82	NAMED	ZCKYOWGFRHAZIQ-UHFFFAOYSA-N	OC(CCC1=CN=CN1)=O	imidazole propionate	imidazole propionate	1074-59-5	63798	HMDB0002271		70630	Pos Early
100003502	402	40675	159318	Xenobiotics	Food Component/Plant	5163	NAMED	ULSUXBXHSYSGDT-UHFFFAOYSA-N	O=C1C2=C(C(OC)=C(C(OC)=C2OC)OC)OC(C3=CC=C(OC)C=C3)=C1	tangeritin	tangeritin	481-53-8	61389	HMDB0030539	C10190	68077	Pos Late
100003678	400	40731	156803	Peptide	Dipeptide	969	NAMED	RWCOTTLHDJWHRS-YUMQZZPRSA-N	O=[C@]([C@H]1NCCC1)N2CCC[C@H]2[C@](O)=O	prolylproline	prolylproline	20488-28-2	9797341	HMDB0011180		263469	Pos Early
100003695	305	62864	220652	Xenobiotics	Food Component/Plant	4988	NAMED	RGHNJXZEOKUKBD-MBMOQRBOSA-N	O=C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O	mannonate*	mannonate*	642-99-9	2496757			3246006	Polar
100003823	400	42561	156923	Xenobiotics	Food Component/Plant	4821	NAMED	SGZFJWQQBHYNNF-UHFFFAOYSA-N	O=C(N1)C(O)C2=C1C=CC=C2	3-hydroxyindolin-2-one	3-hydroxyindolin-2-one	61-71-2	5872		C11130	6097	Pos Early
100003892	400	42002	156875	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	472	NAMED	DWPCPZJAHOETAG-IMJSIDKUSA-N	O=C([C@H](CSC[C@@H](C(O)=O)N)N)O	lanthionine	lanthionine	3183-08-2	88959			98504	Pos Early
100003901	209	41220	142786	Lipid	Lysophospholipid	2692	NAMED	KIHAGWUUUHJRMS-JOCHJYFZSA-N	OC[C@@H](OC(CCCCCCCCCCCCCCCCC)=O)COP(OCC[NH3+])([O-])=O	2-stearoyl-GPE (18:0)*	2-stearoyl-GPE (18:0)*		24769218	HMDB0011129		90658453,53480667	Neg
100003926	400	43264	156990	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)	1941	NAMED	UEFRDQSMQXDWTO-UHFFFAOYSA-N	CC(CC(OC(C[N+](C)(C)C)CC([O-])=O)=O)O	(R)-3-hydroxybutyrylcarnitine	(R)-3-hydroxybutyrylcarnitine			HMDB0013127		53481617	Pos Early
100003940	209	43502	144003	Lipid	Fatty Acid Metabolism (Acyl Glycine)	1839	NAMED	SAVLIIGUQOSOEP-UHFFFAOYSA-N	O=C(CCCCCCC)NCC(O)=O	N-octanoylglycine	N-octanoylglycine	14246-53-8	76040	HMDB0000832		84290	Neg
100003966	400	42588	156936	Xenobiotics	Drug - Respiratory	5977	NAMED	NDAUXUAQIAJITI-UHFFFAOYSA-N	OCC1=CC(C(CNC(C)(C)C)O)=CC=C1O	asmol	asmol	18559-94-9	1999	HMDB0001937	C11770	2083	Pos Early
100004059	400	62278	219251	Xenobiotics	Food Component/Plant	4960	NAMED	GPPYTCRVKHULJH-UHFFFAOYSA-N	C[N+](C)(C(C([O-])=O)CC1=CN=CN1)C	histidine betaine (hercynine)*	histidine betaine (hercynine)*	534-30-5	2340795	HMDB0029422		3083620	Pos Early
100004089	209	42489	144357	Lipid	Fatty Acid, Monohydroxy	1984	NAMED	GHPVDCPCKSNJDR-UHFFFAOYSA-N	OC(C(O)=O)CCCCCCCC	2-hydroxydecanoate	2-hydroxydecanoate	5393-81-7	20195	HMDB0094656		21488	Neg
100004091	209	43011	152914	Lipid	Fatty Acid, Monohydroxy	2018	NAMED	LMHJFKYQYDSOQO-UHFFFAOYSA-N	OC(CCCC(O)=O)CCCCC	5-hydroxydecanoate	5-hydroxydecanoate	624-00-0	1759	HMDB0040329		1825	Neg
100004111	209	46146	144253	Xenobiotics	Benzoate Metabolism	4534	NAMED	NCOMUGOPQPRVSE-UHFFFAOYSA-N	OC1=CC(C)=CC=C1OS(O)(=O)=O	4-methylcatechol sulfate	4-methylcatechol sulfate			HMDB0240459		54104170	Neg
100004112	209	46165	144278	Xenobiotics	Benzoate Metabolism	4531	NAMED	HFDKYCXWNHNKAF-UHFFFAOYSA-N	OC1=C(C)C=CC=C1OS(O)(=O)=O	3-methyl catechol sulfate (1)	3-methyl catechol sulfate (1)					118431379	Neg
100004179	402	42960	212492	Xenobiotics	Drug - Antibiotic	5549	NAMED	VNFPBHJOKIVQEB-UHFFFAOYSA-N	ClC1=CC=CC=C1C(C2=CC=CC=C2)(C3=CC=CC=C3)N4C=CN=C4	clotrimazole	clotrimazole	23593-75-1	2710	HMDB0001922	D00282,C06922	2812	Pos Late
100004208	209	46111	143736	Xenobiotics	Benzoate Metabolism	4530	NAMED	AQTYXAPIHMXAAV-UHFFFAOYSA-N	COC1=C(OS(O)(=O)=O)C=CC=C1	guaiacol sulfate	guaiacol sulfate		21078	HMDB0060013		22473	Neg
100004284	400	43424	157011	Xenobiotics	Chemical	6190	NAMED	HHVIBTZHLRERCL-UHFFFAOYSA-N	CS(C)(=O)=O	dimethyl sulfone	dimethyl sulfone	67-71-0	5978	HMDB0004983	C11142	6213	Pos Early
100004295	400	43400	157005	Xenobiotics	Food Component/Plant	4665	NAMED	XUWHAWMETYGRKB-UHFFFAOYSA-N	O=C1CCCCN1	2-piperidinone	2-piperidinone	675-20-7	12144	HMDB0011749		12665	Pos Early
100004321	209	48691	207569	Xenobiotics	Food Component/Plant	4806	NAMED	ZLYUIVZAQHFCNP-UHFFFAOYSA-N	O=C1C=CC2=CC=CC(OS(=O)(O)=O)=C2N1	2,8-quinolinediol sulfate	2,8-quinolinediol sulfate			HMDB0240658			Neg
100004327	209	45966	148646	Lipid	Lysophospholipid	2724	NAMED	ZPDQFUYPBVXUKS-KEKNWZKVSA-N	O=P(O)(OCC(O)COC(CCCCCCCCCCCCCCCCC)=O)OC[C@@H](C(O)=O)N	1-stearoyl-GPS (18:0)*	1-stearoyl-GPS (18:0)*		7826051	HMDB0061698		74819135	Neg
100004328	402	42463	164531	Lipid	Sphingomyelins	3139	NAMED	KYICBZWZQPCUMO-PSALXKTOSA-N	CCCCCCCCCCCCCC(N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H])=O	sphingomyelin (d18:1/14:0, d16:1/16:0)*	sphingomyelin (d18:1/14:0, d16:1/16:0)*		9608732	HMDB0012097		11433862	Pos Late
100004329	402	42459	161023	Lipid	Sphingomyelins	3143	NAMED	IWHLTJGDYLJQSH-FLPFCPAFSA-N	CCCCC/C=C/CCCCCCCCC(N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H])=O	sphingomyelin (d18:2/16:0, d18:1/16:1)*	sphingomyelin (d18:2/16:0, d18:1/16:1)*			HMDB0240638,HMDB0240613			Pos Late
100004523	400	43249	156986	Amino Acid	Urea cycle; Arginine and Proline Metabolism	515	NAMED	SRXKAYJJGAAOBP-UHFFFAOYSA-N	CC(NCCCC(N)C(O)=O)=O	N-delta-acetylornithine	N-delta-acetylornithine		8096135	HMDB0003357	C00437	9920500	Pos Early
100004541	400	43258	156989	Amino Acid	Polyamine Metabolism	559	NAMED	OAUYENAPBFTAQT-UHFFFAOYSA-N	O=C1N(CCCN([H])C(C)=O)CCC1	acisoga	acisoga	7663-77-6	114601	HMDB0061384		129397	Pos Early
100004606	209	43676	149869	Lipid	Lysophospholipid	2727	NAMED	GPCWGPPYPPUKIJ-VNLYIJPESA-N	O=P(O)(OCC(O)COC(CCCCCCCCCC/C=C/C/C=C/CC)=O)OC[C@@H](C(O)=O)N	1-linoleoyl-GPS (18:2)*	1-linoleoyl-GPS (18:2)*						Neg
100004635	400	44878	157087	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	445	NAMED	UCUNFLYVYCGDHP-UHFFFAOYSA-N	O=S(C)(CCC(N)C(O)=O)=O	methionine sulfone	methionine sulfone	820-10-0	63154	HMDB0062174		69961	Pos Early
100005371	209	44630	142531	Lipid	Lysophospholipid	2705	NAMED	RNWSKZCVPICGIX-DQXFYRDTSA-N	O=C(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)OC[C@@](O)([H])COP(OCCN)(O)=O	1-dihomo-linolenoyl-GPE (20:3n3 or 6)*	1-dihomo-linolenoyl-GPE (20:3n3 or 6)*			HMDB0011514,HMDB0011516			Neg
100005372	402	44621	163990	Lipid	Lysoplasmalogen	2859	NAMED	URGVIWXYPWWBQO-ZCJATDNESA-N	O=P(OCC[NH3+])([O-])OC[C@H](O)CO/C=C/CCCCCC/C=C/CCCCCCCC	1-(1-enyl-oleoyl)-GPE (P-18:1)*	1-(1-enyl-oleoyl)-GPE (P-18:1)*						Pos Late
100005373	400	46227	221883	Amino Acid	Lysine Metabolism	123	NAMED	BFSYFTQDGRDJNV-QCNRFFRDSA-N	OC[C@@H](O)[C@@H](O)[C@H](O)C(CNCCCC[C@@H](N)C(O)=O)=O	fructosyllysine	fructosyllysine	21291-40-7	110281	HMDB0034879		9839580	Pos Early
